timestamp,open,high,low,close,volume
2025-07-06 22:00,3334.015,3342.348,3333.745,3341.095,5
2025-07-06 22:05,3341.048,3341.748,3334.448,3337.748,5
2025-07-06 22:10,3337.748,3338.648,3336.448,3338.048,5
2025-07-06 22:15,3338.048,3338.048,3334.948,3335.025,5
2025-07-06 22:20,3334.915,3335.455,3333.275,3333.575,5
2025-07-06 22:25,3333.555,3334.445,3332.955,3333.535,5
2025-07-06 22:30,3333.515,3336.095,3333.225,3335.685,5
2025-07-06 22:35,3335.665,3335.845,3334.485,3335.255,5
2025-07-06 22:40,3335.295,3335.555,3333.705,3334.315,5
2025-07-06 22:45,3334.295,3334.495,3333.165,3333.665,5
2025-07-06 22:50,3333.745,3334.298,3332.205,3333.405,5
2025-07-06 22:55,3333.415,3333.975,3332.998,3333.098,5
2025-07-06 23:00,3333.005,3334.248,3331.848,3332.698,5
2025-07-06 23:05,3332.798,3333.398,3331.348,3331.448,5
2025-07-06 23:10,3331.548,3331.648,3330.545,3331.115,5
2025-07-06 23:15,3331.135,3331.135,3328.895,3329.205,5
2025-07-06 23:20,3329.255,3331.395,3329.175,3329.875,5
2025-07-06 23:25,3329.955,3330.735,3329.595,3330.585,5
2025-07-06 23:30,3330.498,3330.498,3327.698,3328.055,5
2025-07-06 23:35,3328.075,3329.175,3326.845,3327.655,5
2025-07-06 23:40,3327.698,3328.185,3326.548,3327.655,5
2025-07-06 23:45,3327.655,3327.885,3326.065,3326.305,5
2025-07-06 23:50,3326.405,3328.345,3326.355,3327.348,5
2025-07-06 23:55,3327.325,3328.735,3326.505,3328.655,5
2025-07-07 00:00,3328.685,3329.495,3325.548,3326.448,5
2025-07-07 00:05,3326.448,3326.855,3324.505,3324.605,5
2025-07-07 00:10,3324.825,3325.298,3322.798,3325.095,5
2025-07-07 00:15,3325.075,3326.005,3323.735,3324.205,5
2025-07-07 00:20,3324.225,3324.785,3323.045,3323.235,5
2025-07-07 00:25,3323.205,3323.948,3322.225,3323.715,5
2025-07-07 00:30,3323.715,3323.775,3321.545,3322.125,5
2025-07-07 00:35,3322.175,3322.948,3321.595,3322.305,5
2025-07-07 00:40,3322.405,3325.098,3322.148,3324.795,5
2025-07-07 00:45,3324.765,3325.605,3323.815,3324.815,5
2025-07-07 00:50,3324.815,3325.595,3323.975,3325.065,5
2025-07-07 00:55,3325.125,3326.265,3324.455,3326.265,5
2025-07-07 01:00,3326.285,3327.548,3320.015,3323.155,5
2025-07-07 01:05,3323.248,3323.335,3315.385,3317.585,5
2025-07-07 01:10,3317.565,3317.998,3310.425,3310.778,5
2025-07-07 01:15,3310.948,3314.135,3308.755,3312.355,5
2025-07-07 01:20,3312.348,3312.548,3306.475,3311.698,5
2025-07-07 01:25,3311.698,3312.898,3310.515,3312.045,5
2025-07-07 01:30,3312.075,3314.048,3311.805,3313.105,5
2025-07-07 01:35,3313.085,3316.748,3313.065,3316.455,5
2025-07-07 01:40,3316.535,3318.705,3316.095,3316.975,5
2025-07-07 01:45,3317.005,3319.865,3316.898,3317.025,5
2025-07-07 01:50,3317.015,3318.048,3315.865,3316.548,5
2025-07-07 01:55,3316.505,3317.148,3315.648,3316.298,5
2025-07-07 02:00,3316.298,3317.498,3315.035,3316.165,5
2025-07-07 02:05,3316.145,3316.145,3313.105,3313.798,5
2025-07-07 02:10,3313.798,3315.235,3312.238,3314.815,5
2025-07-07 02:15,3314.755,3316.035,3313.285,3313.915,5
2025-07-07 02:20,3313.915,3314.005,3312.455,3313.805,5
2025-07-07 02:25,3313.765,3315.025,3312.995,3314.595,5
2025-07-07 02:30,3314.535,3315.198,3309.215,3309.535,5
2025-07-07 02:35,3309.535,3310.535,3307.948,3310.245,5
2025-07-07 02:40,3310.195,3310.545,3308.755,3309.365,5
2025-07-07 02:45,3309.335,3309.825,3305.765,3306.715,5
2025-07-07 02:50,3306.715,3308.198,3306.098,3307.798,5
2025-07-07 02:55,3307.798,3308.965,3307.495,3308.695,5
2025-07-07 03:00,3308.695,3308.695,3306.835,3308.298,5
2025-07-07 03:05,3308.198,3312.325,3307.685,3312.305,5
2025-07-07 03:10,3312.305,3312.815,3311.248,3311.948,5
2025-07-07 03:15,3311.948,3313.298,3311.235,3312.798,5
2025-07-07 03:20,3312.898,3315.095,3312.645,3314.298,5
2025-07-07 03:25,3314.298,3314.398,3311.398,3312.848,5
2025-07-07 03:30,3312.855,3313.835,3310.215,3313.285,5
2025-07-07 03:35,3313.185,3313.448,3311.295,3312.155,5
2025-07-07 03:40,3312.135,3312.275,3309.598,3310.135,5
2025-07-07 03:45,3310.148,3311.245,3309.598,3310.345,5
2025-07-07 03:50,3310.398,3310.398,3309.725,3310.125,5
2025-07-07 03:55,3310.175,3311.265,3309.825,3310.755,5
2025-07-07 04:00,3310.785,3311.185,3308.595,3311.045,5
2025-07-07 04:05,3311.065,3312.055,3310.145,3311.765,5
2025-07-07 04:10,3311.745,3312.085,3310.525,3311.185,5
2025-07-07 04:15,3311.215,3312.155,3309.285,3309.448,5
2025-07-07 04:20,3309.375,3309.425,3307.105,3307.905,5
2025-07-07 04:25,3307.905,3308.275,3305.005,3307.235,5
2025-07-07 04:30,3307.115,3309.075,3306.365,3308.525,5
2025-07-07 04:35,3308.555,3309.205,3307.155,3307.735,5
2025-07-07 04:40,3307.735,3308.515,3305.048,3305.305,5
2025-07-07 04:45,3305.335,3306.748,3305.248,3306.148,5
2025-07-07 04:50,3306.148,3307.848,3305.918,3307.648,5
2025-07-07 04:55,3307.648,3308.525,3307.305,3307.525,5
2025-07-07 05:00,3307.645,3308.098,3306.748,3307.348,5
2025-07-07 05:05,3307.448,3311.198,3307.148,3311.198,5
2025-07-07 05:10,3311.198,3311.598,3309.605,3311.098,5
2025-07-07 05:15,3311.045,3312.098,3309.848,3309.948,5
2025-07-07 05:20,3309.948,3309.948,3307.345,3308.298,5
2025-07-07 05:25,3307.998,3308.948,3307.535,3308.948,5
2025-07-07 05:30,3308.725,3310.605,3307.435,3310.155,5
2025-07-07 05:35,3310.098,3312.898,3309.785,3310.995,5
2025-07-07 05:40,3310.975,3313.218,3310.495,3310.545,5
2025-07-07 05:45,3310.575,3312.945,3310.445,3311.505,5
2025-07-07 05:50,3311.525,3314.055,3311.295,3313.548,5
2025-07-07 05:55,3313.548,3314.995,3312.715,3313.175,5
2025-07-07 06:00,3313.175,3314.755,3312.935,3314.155,5
2025-07-07 06:05,3314.155,3314.955,3311.465,3313.895,5
2025-07-07 06:10,3313.855,3315.075,3313.285,3314.255,5
2025-07-07 06:15,3314.285,3314.295,3310.535,3312.175,5
2025-07-07 06:20,3312.205,3312.735,3310.735,3311.515,5
2025-07-07 06:25,3311.445,3311.985,3309.265,3311.825,5
2025-07-07 06:30,3311.825,3312.005,3309.515,3310.045,5
2025-07-07 06:35,3310.015,3310.765,3308.145,3310.765,5
2025-07-07 06:40,3310.655,3312.415,3310.655,3311.785,5
2025-07-07 06:45,3311.795,3312.055,3309.485,3309.525,5
2025-07-07 06:50,3309.505,3310.985,3309.055,3310.015,5
2025-07-07 06:55,3310.025,3310.535,3308.895,3309.735,5
2025-07-07 07:00,3309.695,3310.215,3307.005,3307.735,5
2025-07-07 07:05,3307.715,3308.345,3305.635,3306.935,5
2025-07-07 07:10,3306.915,3313.048,3306.915,3310.948,5
2025-07-07 07:15,3310.885,3311.635,3309.948,3311.198,5
2025-07-07 07:20,3311.198,3311.465,3308.815,3309.705,5
2025-07-07 07:25,3309.785,3312.448,3309.785,3311.815,5
2025-07-07 07:30,3311.785,3311.785,3308.935,3309.798,5
2025-07-07 07:35,3309.798,3310.498,3308.248,3308.748,5
2025-07-07 07:40,3308.748,3308.948,3306.455,3306.495,5
2025-07-07 07:45,3306.325,3306.365,3303.205,3303.975,5
2025-07-07 07:50,3303.935,3304.305,3301.698,3301.915,5
2025-07-07 07:55,3301.915,3302.798,3300.435,3302.035,5
2025-07-07 08:00,3301.998,3303.115,3301.085,3301.798,5
2025-07-07 08:05,3301.998,3305.298,3301.465,3305.248,5
2025-07-07 08:10,3305.248,3306.715,3303.895,3306.698,5
2025-07-07 08:15,3306.785,3307.948,3306.515,3307.085,5
2025-07-07 08:20,3307.045,3309.748,3306.335,3309.748,5
2025-07-07 08:25,3309.648,3310.355,3307.938,3310.185,5
2025-07-07 08:30,3310.205,3311.975,3309.495,3311.045,5
2025-07-07 08:35,3311.065,3312.625,3309.845,3310.465,5
2025-07-07 08:40,3310.495,3310.655,3309.665,3310.205,5
2025-07-07 08:45,3310.245,3310.775,3308.675,3310.435,5
2025-07-07 08:50,3310.368,3310.368,3308.165,3308.648,5
2025-07-07 08:55,3308.648,3310.235,3308.365,3310.005,5
2025-07-07 09:00,3309.938,3311.395,3309.465,3310.685,5
2025-07-07 09:05,3310.735,3311.335,3310.385,3311.035,5
2025-07-07 09:10,3311.005,3311.748,3309.965,3309.965,5
2025-07-07 09:15,3309.955,3310.085,3308.248,3308.948,5
2025-07-07 09:20,3308.918,3309.548,3308.298,3308.798,5
2025-07-07 09:25,3308.765,3310.398,3307.375,3307.375,5
2025-07-07 09:30,3307.375,3308.015,3306.018,3306.615,5
2025-07-07 09:35,3306.615,3308.685,3305.945,3308.448,5
2025-07-07 09:40,3308.448,3309.395,3308.145,3308.935,5
