date,ticker,open,high,low,close
2025-06-02T04:10:00.000Z,xauusd,3310.82,3312.53,3310.53,3311.58
2025-06-02T04:15:00.000Z,xauusd,3311.6,3313.2,3311.37,3313.2
2025-06-02T04:20:00.000Z,xauusd,3313.23,3313.94,3312.4,3312.4
2025-06-02T04:25:00.000Z,xauusd,3312.39,3313.96,3312.39,3313.71
2025-06-02T04:30:00.000Z,xauusd,3313.7,3315.13,3313.63,3314.25
2025-06-02T04:35:00.000Z,xauusd,3314.24,3314.41,3313.0,3313.58
2025-06-02T04:40:00.000Z,xauusd,3313.54,3315.8,3313.1,3314.79
2025-06-02T04:45:00.000Z,xauusd,3314.8,3314.81,3313.87,3314.15
2025-06-02T04:50:00.000Z,xauusd,3314.06,3315.76,3313.79,3315.07
2025-06-02T04:55:00.000Z,xauusd,3315.05,3318.32,3313.95,3313.97
2025-06-02T05:00:00.000Z,xauusd,3313.96,3317.2,3313.95,3316.06
2025-06-02T05:05:00.000Z,xauusd,3316.07,3316.54,3315.3,3315.63
2025-06-02T05:10:00.000Z,xauusd,3315.6,3319.75,3315.05,3318.77
2025-06-02T05:15:00.000Z,xauusd,3318.78,3319.9,3317.21,3317.31
2025-06-02T05:20:00.000Z,xauusd,3317.34,3317.44,3316.58,3316.89
2025-06-02T05:25:00.000Z,xauusd,3316.9,3318.76,3316.77,3318.36
2025-06-02T05:30:00.000Z,xauusd,3318.37,3318.65,3316.79,3318.61
2025-06-02T05:35:00.000Z,xauusd,3318.62,3319.87,3318.37,3319.57
2025-06-02T05:40:00.000Z,xauusd,3319.56,3323.32,3319.24,3322.58
2025-06-02T05:45:00.000Z,xauusd,3322.59,3324.66,3322.59,3322.82
2025-06-02T05:50:00.000Z,xauusd,3322.77,3325.74,3322.65,3323.54
2025-06-02T05:55:00.000Z,xauusd,3323.5,3324.58,3323.05,3323.82
2025-06-02T06:00:00.000Z,xauusd,3323.83,3326.62,3323.83,3326.32
2025-06-02T06:05:00.000Z,xauusd,3326.33,3327.9,3326.07,3327.76
2025-06-02T06:10:00.000Z,xauusd,3327.71,3329.38,3325.56,3328.05
2025-06-02T06:15:00.000Z,xauusd,3328.11,3334.16,3327.86,3333.88
2025-06-02T06:20:00.000Z,xauusd,3333.9,3335.42,3331.46,3334.91
2025-06-02T06:25:00.000Z,xauusd,3334.92,3338.05,3333.96,3337.62
2025-06-02T06:30:00.000Z,xauusd,3337.63,3338.74,3336.06,3336.93
2025-06-02T06:35:00.000Z,xauusd,3337.0,3340.49,3336.02,3339.89
2025-06-02T06:40:00.000Z,xauusd,3339.79,3345.12,3339.18,3345.12
2025-06-02T06:45:00.000Z,xauusd,3345.13,3345.46,3341.07,3341.33
2025-06-02T06:50:00.000Z,xauusd,3341.47,3342.21,3340.76,3341.0
2025-06-02T06:55:00.000Z,xauusd,3340.99,3344.55,3340.08,3344.51
2025-06-02T07:00:00.000Z,xauusd,3344.53,3346.43,3343.2,3346.04
2025-06-02T07:05:00.000Z,xauusd,3345.96,3348.74,3345.75,3348.5
2025-06-02T07:10:00.000Z,xauusd,3348.51,3352.73,3348.49,3351.36
2025-06-02T07:15:00.000Z,xauusd,3351.32,3358.16,3351.32,3356.38
2025-06-02T07:20:00.000Z,xauusd,3356.37,3357.59,3354.58,3356.39
2025-06-02T07:25:00.000Z,xauusd,3356.51,3358.88,3353.58,3353.58
2025-06-02T07:30:00.000Z,xauusd,3353.52,3359.02,3353.51,3356.57
2025-06-02T07:35:00.000Z,xauusd,3356.62,3356.99,3354.63,3355.09
2025-06-02T07:40:00.000Z,xauusd,3355.08,3356.14,3354.25,3354.56
2025-06-02T07:45:00.000Z,xauusd,3354.55,3356.91,3352.68,3353.69
2025-06-02T07:50:00.000Z,xauusd,3353.7,3354.93,3351.77,3352.51
2025-06-02T07:55:00.000Z,xauusd,3352.52,3353.59,3350.96,3352.67
2025-06-02T08:00:00.000Z,xauusd,3352.68,3355.72,3350.79,3355.57
2025-06-02T08:05:00.000Z,xauusd,3355.55,3356.45,3353.51,3355.8
2025-06-02T08:10:00.000Z,xauusd,3355.69,3355.7,3350.83,3353.73
2025-06-02T08:15:00.000Z,xauusd,3353.6,3355.18,3352.08,3353.53
2025-06-02T08:20:00.000Z,xauusd,3353.45,3353.72,3352.15,3353.36
2025-06-02T08:25:00.000Z,xauusd,3353.35,3353.38,3351.51,3351.51
2025-06-02T08:30:00.000Z,xauusd,3351.47,3352.2,3350.14,3351.31
2025-06-02T08:35:00.000Z,xauusd,3351.33,3353.23,3351.17,3353.16
2025-06-02T08:40:00.000Z,xauusd,3354.34,3354.66,3353.08,3353.77
2025-06-02T08:45:00.000Z,xauusd,3353.74,3355.76,3353.71,3355.36
2025-06-02T08:50:00.000Z,xauusd,3355.35,3355.53,3353.74,3354.38
2025-06-02T08:55:00.000Z,xauusd,3354.37,3354.37,3352.17,3352.17
2025-06-02T09:00:00.000Z,xauusd,3352.16,3352.54,3349.28,3351.11
2025-06-02T09:05:00.000Z,xauusd,3351.12,3351.95,3349.23,3349.39
2025-06-02T09:10:00.000Z,xauusd,3349.45,3349.7,3347.29,3348.64
2025-06-02T09:15:00.000Z,xauusd,3348.56,3350.81,3347.2,3350.73
2025-06-02T09:20:00.000Z,xauusd,3350.75,3351.16,3349.36,3349.61
2025-06-02T09:25:00.000Z,xauusd,3349.6,3349.95,3346.34,3347.08
2025-06-02T09:30:00.000Z,xauusd,3347.1,3347.7,3345.17,3346.08
2025-06-02T09:35:00.000Z,xauusd,3346.09,3346.17,3344.59,3344.91
2025-06-02T09:40:00.000Z,xauusd,3344.89,3346.99,3344.83,3346.68
2025-06-02T09:45:00.000Z,xauusd,3346.73,3347.91,3346.23,3347.57
2025-06-02T09:50:00.000Z,xauusd,3347.63,3347.83,3346.57,3347.19
2025-06-02T09:55:00.000Z,xauusd,3347.2,3348.64,3346.17,3348.4
2025-06-02T10:00:00.000Z,xauusd,3348.43,3349.34,3347.03,3349.3
2025-06-02T10:05:00.000Z,xauusd,3349.28,3349.48,3346.92,3348.02
2025-06-02T10:10:00.000Z,xauusd,3348.0,3348.02,3345.61,3346.47
2025-06-02T10:15:00.000Z,xauusd,3346.55,3348.69,3346.55,3348.57
2025-06-02T10:20:00.000Z,xauusd,3348.55,3349.97,3347.34,3349.96
2025-06-02T10:25:00.000Z,xauusd,3349.98,3350.81,3348.97,3349.42
2025-06-02T10:30:00.000Z,xauusd,3349.41,3350.6,3348.2,3349.55
2025-06-02T10:35:00.000Z,xauusd,3349.47,3349.49,3348.11,3348.74
2025-06-02T10:40:00.000Z,xauusd,3348.75,3349.71,3345.13,3345.28
2025-06-02T10:45:00.000Z,xauusd,3345.26,3347.81,3344.69,3347.1
2025-06-02T10:50:00.000Z,xauusd,3347.08,3347.52,3346.58,3347.48
2025-06-02T10:55:00.000Z,xauusd,3347.5,3351.43,3346.42,3348.72
2025-06-02T11:00:00.000Z,xauusd,3348.69,3349.36,3346.85,3347.1
2025-06-02T11:05:00.000Z,xauusd,3347.08,3349.29,3346.23,3349.05
2025-06-02T11:10:00.000Z,xauusd,3349.04,3350.06,3348.74,3349.36
2025-06-02T11:15:00.000Z,xauusd,3349.44,3351.16,3349.09,3349.1
2025-06-02T11:20:00.000Z,xauusd,3349.11,3353.51,3349.09,3352.32
2025-06-02T11:25:00.000Z,xauusd,3352.33,3354.03,3352.33,3353.39
2025-06-02T11:30:00.000Z,xauusd,3353.53,3357.97,3353.53,3355.75
2025-06-02T11:35:00.000Z,xauusd,3355.74,3360.15,3354.94,3358.85
2025-06-02T11:40:00.000Z,xauusd,3358.84,3360.05,3355.71,3356.8
2025-06-02T11:45:00.000Z,xauusd,3356.79,3358.51,3354.37,3355.2
2025-06-02T11:50:00.000Z,xauusd,3355.23,3355.48,3353.25,3355.16
2025-06-02T11:55:00.000Z,xauusd,3355.18,3356.45,3354.35,3356.45
2025-06-02T12:00:00.000Z,xauusd,3356.41,3357.87,3354.15,3354.4
2025-06-02T12:05:00.000Z,xauusd,3354.41,3360.06,3354.35,3358.6
2025-06-02T12:10:00.000Z,xauusd,3358.61,3360.02,3357.65,3357.86
2025-06-02T12:15:00.000Z,xauusd,3357.89,3359.91,3357.14,3359.32
2025-06-02T12:20:00.000Z,xauusd,3359.44,3362.83,3358.64,3362.3
2025-06-02T12:25:00.000Z,xauusd,3362.34,3363.47,3360.25,3360.92
2025-06-02T12:30:00.000Z,xauusd,3360.9,3363.69,3360.9,3361.52
2025-06-02T12:35:00.000Z,xauusd,3361.54,3363.57,3361.14,3362.31
2025-06-02T12:40:00.000Z,xauusd,3362.35,3363.13,3360.42,3361.82
2025-06-02T12:45:00.000Z,xauusd,3361.88,3362.17,3359.26,3360.46
2025-06-02T12:50:00.000Z,xauusd,3360.59,3360.99,3356.17,3356.46
2025-06-02T12:55:00.000Z,xauusd,3356.45,3356.71,3354.86,3355.49
2025-06-02T13:00:00.000Z,xauusd,3355.57,3357.7,3353.64,3354.47
2025-06-02T13:05:00.000Z,xauusd,3354.49,3355.44,3353.11,3354.27
2025-06-02T13:10:00.000Z,xauusd,3354.3,3356.94,3352.86,3356.56
2025-06-02T13:15:00.000Z,xauusd,3356.54,3357.64,3355.61,3356.65
2025-06-02T13:20:00.000Z,xauusd,3356.63,3356.97,3354.73,3355.18
2025-06-02T13:25:00.000Z,xauusd,3355.19,3357.82,3352.09,3355.85
2025-06-02T13:30:00.000Z,xauusd,3355.86,3357.08,3350.47,3356.36
2025-06-02T13:35:00.000Z,xauusd,3356.35,3360.19,3354.49,3358.93
2025-06-02T13:40:00.000Z,xauusd,3359.01,3366.92,3359.01,3366.67
2025-06-02T13:45:00.000Z,xauusd,3366.75,3368.22,3366.0,3368.22
2025-06-02T13:50:00.000Z,xauusd,3366.84,3374.84,3366.5,3374.58
2025-06-02T13:55:00.000Z,xauusd,3374.57,3376.3,3370.91,3371.14
2025-06-02T14:00:00.000Z,xauusd,3371.07,3376.48,3371.07,3372.16
2025-06-02T14:05:00.000Z,xauusd,3372.21,3373.71,3369.75,3370.08
2025-06-02T14:10:00.000Z,xauusd,3370.07,3374.61,3367.77,3374.59
2025-06-02T14:15:00.000Z,xauusd,3374.61,3378.21,3373.13,3377.89
2025-06-02T14:20:00.000Z,xauusd,3377.91,3378.11,3372.3,3373.3
2025-06-02T14:25:00.000Z,xauusd,3373.35,3376.2,3372.08,3373.21
2025-06-02T14:30:00.000Z,xauusd,3373.23,3376.37,3372.17,3375.15
2025-06-02T14:35:00.000Z,xauusd,3375.14,3377.94,3373.76,3374.93
2025-06-02T14:40:00.000Z,xauusd,3374.92,3377.99,3374.18,3377.99
2025-06-02T14:45:00.000Z,xauusd,3377.98,3378.0,3375.4,3376.28
2025-06-02T14:50:00.000Z,xauusd,3376.31,3377.91,3375.5,3377.78
2025-06-02T14:55:00.000Z,xauusd,3377.8,3379.04,3375.82,3376.14
2025-06-02T15:00:00.000Z,xauusd,3376.08,3377.56,3374.59,3377.03
2025-06-02T15:05:00.000Z,xauusd,3377.07,3378.86,3377.07,3377.46
2025-06-02T15:10:00.000Z,xauusd,3377.51,3377.51,3373.54,3374.85
2025-06-02T15:15:00.000Z,xauusd,3374.84,3376.54,3373.89,3376.53
2025-06-02T15:20:00.000Z,xauusd,3376.55,3378.45,3375.09,3375.19
2025-06-02T15:25:00.000Z,xauusd,3375.17,3375.18,3369.94,3373.38
2025-06-02T15:30:00.000Z,xauusd,3373.4,3373.82,3371.27,3373.11
2025-06-02T15:35:00.000Z,xauusd,3373.1,3373.58,3371.11,3373.58
2025-06-02T15:40:00.000Z,xauusd,3373.6,3375.14,3373.35,3374.83
2025-06-02T15:45:00.000Z,xauusd,3374.82,3375.92,3374.44,3374.88
2025-06-02T15:50:00.000Z,xauusd,3374.89,3375.97,3373.51,3373.92
2025-06-02T15:55:00.000Z,xauusd,3373.91,3374.83,3372.53,3373.76
2025-06-02T16:00:00.000Z,xauusd,3375.13,3378.22,3374.93,3378.18
2025-06-02T16:05:00.000Z,xauusd,3378.2,3379.28,3375.49,3376.45
2025-06-02T16:10:00.000Z,xauusd,3376.43,3376.57,3371.15,3372.74
2025-06-02T16:15:00.000Z,xauusd,3372.72,3373.3,3372.22,3372.4
2025-06-02T16:20:00.000Z,xauusd,3372.41,3372.41,3370.43,3371.23
2025-06-02T16:25:00.000Z,xauusd,3371.31,3373.57,3371.3,3373.18
2025-06-02T16:30:00.000Z,xauusd,3373.12,3375.05,3372.89,3374.4
2025-06-02T16:35:00.000Z,xauusd,3374.41,3375.08,3372.82,3373.64
2025-06-02T16:40:00.000Z,xauusd,3373.66,3373.96,3369.96,3370.58
2025-06-02T16:45:00.000Z,xauusd,3370.59,3372.84,3370.49,3371.2
2025-06-02T16:50:00.000Z,xauusd,3371.22,3371.75,3369.41,3369.53
2025-06-02T16:55:00.000Z,xauusd,3369.57,3372.14,3369.51,3371.77
2025-06-02T17:00:00.000Z,xauusd,3371.78,3374.47,3371.56,3374.28
2025-06-02T17:05:00.000Z,xauusd,3374.33,3374.81,3373.28,3374.15
2025-06-02T17:10:00.000Z,xauusd,3374.09,3375.69,3373.9,3375.0
2025-06-02T17:15:00.000Z,xauusd,3374.96,3375.0,3372.53,3373.85
2025-06-02T17:20:00.000Z,xauusd,3373.82,3375.48,3372.98,3373.54
2025-06-02T17:25:00.000Z,xauusd,3373.5,3373.78,3371.37,3372.35
2025-06-02T17:30:00.000Z,xauusd,3372.37,3375.17,3372.27,3374.12
2025-06-02T17:35:00.000Z,xauusd,3374.16,3374.22,3372.63,3373.44
2025-06-02T17:40:00.000Z,xauusd,3373.43,3375.06,3373.41,3374.88
2025-06-02T17:45:00.000Z,xauusd,3374.87,3376.04,3374.73,3375.07
2025-06-02T17:50:00.000Z,xauusd,3375.11,3375.14,3373.32,3374.04
2025-06-02T17:55:00.000Z,xauusd,3374.03,3374.78,3373.49,3374.44
2025-06-02T18:00:00.000Z,xauusd,3374.46,3374.57,3371.39,3372.91
2025-06-02T18:05:00.000Z,xauusd,3372.92,3374.28,3372.63,3373.29
2025-06-02T18:10:00.000Z,xauusd,3373.3,3374.4,3372.89,3373.58
2025-06-02T18:15:00.000Z,xauusd,3373.57,3373.6,3371.78,3373.0
2025-06-02T18:20:00.000Z,xauusd,3373.01,3373.18,3370.94,3372.1
2025-06-02T18:25:00.000Z,xauusd,3372.13,3372.37,3370.9,3372.14
2025-06-02T18:30:00.000Z,xauusd,3372.15,3372.64,3371.54,3371.73
2025-06-02T18:35:00.000Z,xauusd,3371.74,3375.62,3371.74,3375.62
2025-06-02T18:40:00.000Z,xauusd,3375.61,3377.79,3375.31,3377.39
2025-06-02T18:45:00.000Z,xauusd,3377.4,3377.98,3376.97,3377.28
2025-06-02T18:50:00.000Z,xauusd,3377.29,3379.76,3377.14,3379.71
2025-06-02T18:55:00.000Z,xauusd,3379.72,3380.09,3378.9,3379.31
2025-06-02T19:00:00.000Z,xauusd,3379.3,3379.85,3377.97,3378.76
2025-06-02T19:05:00.000Z,xauusd,3378.75,3380.43,3378.71,3379.98
2025-06-02T19:10:00.000Z,xauusd,3379.99,3380.4,3379.43,3379.73
2025-06-02T19:15:00.000Z,xauusd,3379.66,3380.28,3379.33,3379.88
2025-06-02T19:20:00.000Z,xauusd,3379.9,3380.25,3379.3,3379.46
2025-06-02T19:25:00.000Z,xauusd,3379.44,3380.05,3378.94,3379.06
2025-06-02T19:30:00.000Z,xauusd,3379.04,3380.02,3378.58,3379.84
2025-06-02T19:35:00.000Z,xauusd,3379.83,3380.38,3379.05,3380.33
2025-06-02T19:40:00.000Z,xauusd,3380.3,3380.87,3380.06,3380.56
2025-06-02T19:45:00.000Z,xauusd,3380.58,3381.18,3380.24,3380.65
2025-06-02T19:50:00.000Z,xauusd,3380.55,3382.39,3380.17,3381.79
2025-06-02T19:55:00.000Z,xauusd,3381.78,3382.47,3381.02,3381.67
2025-06-02T20:00:00.000Z,xauusd,3381.8,3381.99,3380.17,3381.91
2025-06-02T20:05:00.000Z,xauusd,3381.84,3381.84,3378.5,3380.35
2025-06-02T20:10:00.000Z,xauusd,3380.37,3380.45,3379.4,3380.27
2025-06-02T20:15:00.000Z,xauusd,3380.28,3381.67,3380.28,3381.46
2025-06-02T20:20:00.000Z,xauusd,3381.47,3381.98,3381.35,3381.68
2025-06-02T20:25:00.000Z,xauusd,3381.7,3381.83,3379.89,3380.1
2025-06-02T20:30:00.000Z,xauusd,3380.08,3380.46,3379.07,3379.94
2025-06-02T20:35:00.000Z,xauusd,3379.92,3380.7,3379.59,3380.49
2025-06-02T20:40:00.000Z,xauusd,3380.5,3381.15,3380.21,3380.85
2025-06-02T20:45:00.000Z,xauusd,3380.87,3382.98,3380.45,3382.36
2025-06-02T20:50:00.000Z,xauusd,3382.6,3382.91,3382.53,3382.55
2025-06-02T20:55:00.000Z,xauusd,3382.61,3382.62,3380.94,3381.75
2025-06-02T22:00:00.000Z,xauusd,3385.0,3385.7,3382.24,3384.83
2025-06-02T22:05:00.000Z,xauusd,3384.8,3385.8,3383.07,3385.29
2025-06-02T22:10:00.000Z,xauusd,3385.28,3386.66,3384.53,3386.41
2025-06-02T22:15:00.000Z,xauusd,3386.4,3388.07,3385.53,3387.99
2025-06-02T22:20:00.000Z,xauusd,3387.89,3390.6,3387.48,3388.36
2025-06-02T22:25:00.000Z,xauusd,3388.46,3391.43,3388.2,3389.97
2025-06-02T22:30:00.000Z,xauusd,3389.99,3389.99,3388.42,3388.72
2025-06-02T22:35:00.000Z,xauusd,3388.62,3390.57,3388.45,3389.56
2025-06-02T22:40:00.000Z,xauusd,3389.57,3390.84,3388.95,3389.24
2025-06-02T22:45:00.000Z,xauusd,3389.23,3389.92,3389.0,3389.55
2025-06-02T22:50:00.000Z,xauusd,3389.58,3389.91,3389.06,3389.35
2025-06-02T22:55:00.000Z,xauusd,3389.34,3390.09,3389.07,3390.09
2025-06-02T23:00:00.000Z,xauusd,3390.16,3390.67,3388.26,3388.73
2025-06-02T23:05:00.000Z,xauusd,3388.8,3389.58,3388.54,3389.14
2025-06-02T23:10:00.000Z,xauusd,3389.15,3390.0,3388.77,3388.93
2025-06-02T23:15:00.000Z,xauusd,3388.89,3390.0,3388.63,3389.72
2025-06-02T23:20:00.000Z,xauusd,3389.75,3390.12,3389.07,3389.78
2025-06-02T23:25:00.000Z,xauusd,3389.84,3392.27,3385.19,3385.7
2025-06-02T23:30:00.000Z,xauusd,3385.71,3388.26,3383.68,3383.69
2025-06-02T23:35:00.000Z,xauusd,3383.83,3386.41,3383.27,3386.21
2025-06-02T23:40:00.000Z,xauusd,3386.19,3386.95,3385.09,3386.69
2025-06-02T23:45:00.000Z,xauusd,3386.68,3387.48,3385.68,3386.38
2025-06-02T23:50:00.000Z,xauusd,3386.35,3386.64,3384.88,3385.6
2025-06-02T23:55:00.000Z,xauusd,3385.61,3387.5,3384.8,3387.48
2025-06-03T00:00:00.000Z,xauusd,3387.45,3388.7,3384.59,3384.68
2025-06-03T00:05:00.000Z,xauusd,3384.54,3384.54,3381.3,3383.31
2025-06-03T00:10:00.000Z,xauusd,3383.29,3383.94,3380.51,3382.07
2025-06-03T00:15:00.000Z,xauusd,3382.11,3382.15,3375.71,3378.6
2025-06-03T00:20:00.000Z,xauusd,3378.61,3381.01,3378.55,3380.25
2025-06-03T00:25:00.000Z,xauusd,3380.24,3381.37,3379.21,3379.85
2025-06-03T00:30:00.000Z,xauusd,3379.9,3381.58,3379.11,3379.23
2025-06-03T00:35:00.000Z,xauusd,3379.16,3379.29,3375.82,3376.22
2025-06-03T00:40:00.000Z,xauusd,3376.26,3378.72,3373.93,3377.16
2025-06-03T00:45:00.000Z,xauusd,3377.15,3378.85,3376.28,3377.95
2025-06-03T00:50:00.000Z,xauusd,3377.97,3378.16,3376.24,3377.55
2025-06-03T00:55:00.000Z,xauusd,3377.56,3379.06,3375.26,3375.87
2025-06-03T01:00:00.000Z,xauusd,3375.92,3376.06,3371.45,3372.57
2025-06-03T01:05:00.000Z,xauusd,3372.61,3373.3,3370.15,3371.21
2025-06-03T01:10:00.000Z,xauusd,3371.23,3373.88,3367.66,3367.78
2025-06-03T01:15:00.000Z,xauusd,3367.77,3368.61,3363.61,3365.56
2025-06-03T01:20:00.000Z,xauusd,3365.51,3367.87,3364.65,3366.48
2025-06-03T01:25:00.000Z,xauusd,3366.54,3368.88,3363.37,3368.64
2025-06-03T01:30:00.000Z,xauusd,3368.58,3370.97,3367.48,3368.29
2025-06-03T01:35:00.000Z,xauusd,3368.3,3371.51,3366.26,3371.3
2025-06-03T01:40:00.000Z,xauusd,3371.28,3373.68,3370.38,3373.15
2025-06-03T01:45:00.000Z,xauusd,3373.11,3375.55,3370.55,3374.33
2025-06-03T01:50:00.000Z,xauusd,3374.23,3375.68,3372.52,3373.15
2025-06-03T01:55:00.000Z,xauusd,3373.17,3373.28,3370.37,3372.76
2025-06-03T02:00:00.000Z,xauusd,3372.77,3374.36,3371.8,3373.94
2025-06-03T02:05:00.000Z,xauusd,3373.93,3375.5,3372.26,3372.66
2025-06-03T02:10:00.000Z,xauusd,3372.65,3374.64,3372.07,3374.64
2025-06-03T02:15:00.000Z,xauusd,3374.61,3378.08,3374.61,3376.92
2025-06-03T02:20:00.000Z,xauusd,3376.88,3376.89,3372.59,3372.96
2025-06-03T02:25:00.000Z,xauusd,3373.02,3374.35,3371.79,3372.48
2025-06-03T02:30:00.000Z,xauusd,3372.61,3372.75,3368.31,3368.33
2025-06-03T02:35:00.000Z,xauusd,3368.27,3369.2,3366.21,3368.21
